Lrise,Ga,Bo,maxVelocity,Ratio,max_ratio,L_bounce_center,L_bounce_upper,t_last
0.25,60,1,0.722219,1.32686,2.4651,0.3576,0.0097,3.09
0.25,50,0.001,0.790028,1.00103,1.01948,0.0625,0.0399,0.8
0.25,50,0.004,0.674532,1.0028,1.03624,0.1424,0.0996,1.18
0.25,50,0.007,0.67425,1.00574,1.04899,0.142,0.0865,1.26
0.25,50,0.01,0.673086,1.00753,1.05955,0.1471,0.0721,1.26
0.25,50,0.04,0.688864,1.02812,1.13348,0.1823,0.0456,1.51
0.25,50,0.07,0.704224,1.04738,1.19169,0.2084,0.013,1.68
0.25,50,0.1,0.708263,1.06488,1.24559,0.2267,0.0015,1.81
0.25,50,0.4,0.725247,1.2029,1.66477,0.3001,0.0094,2.49
0.25,50,0.7,0.718029,1.28689,2.02802,0.3195,0.0094,2.83
0.25,50,1,0.710877,1.31002,2.39262,0.3214,0.0088,3.09
0.25,40,0.001,0.766747,1.00053,1.01823,0.1199,0.0985,0.96
0.25,40,0.004,0.657051,1.00291,1.03432,0.1213,0.0767,1.16
0.25,40,0.007,0.656143,1.00506,1.04642,0.1221,0.065,1.19
0.25,40,0.01,0.655813,1.00736,1.05624,0.1298,0.059,1.25
0.25,40,0.04,0.670031,1.02779,1.12713,0.1628,0.0228,1.49
0.25,40,0.07,0.683721,1.0459,1.18234,0.1864,0.0012,1.68
0.25,40,0.1,0.68746,1.06002,1.2352,0.2023,0.0015,1.81
0.25,40,0.4,0.704695,1.19816,1.62696,0.2649,0.0077,2.49
0.25,40,0.7,0.699932,1.27047,1.96616,0.2773,0.0079,2.83
0.25,40,1,0.694499,1.30086,2.30137,0.2762,0.0076,3.09
0.25,30,0.001,0.711009,1.0012,1.0164,0.1446,0.1229,1.22
0.25,30,0.004,0.628582,1.00298,1.03149,0.0934,0.0558,1.13
0.25,30,0.007,0.62853,1.00493,1.04239,0.0995,0.0448,1.17
0.25,30,0.01,0.627068,1.0069,1.05118,0.1041,0.043,1.23
0.25,30,0.04,0.641334,1.02662,1.11714,0.1373,0.0009,1.49
0.25,30,0.07,0.652191,1.04134,1.17134,0.1564,0.0012,1.68
0.25,30,0.1,0.655868,1.05754,1.21785,0.17,0.0016,1.81
0.25,30,0.4,0.674013,1.18524,1.57493,0.2164,0.0051,2.5
0.25,30,0.7,0.672243,1.2517,1.88282,0.2212,0.0057,2.84
0.25,30,1,0.669297,1.27819,2.18277,0.2178,0.0051,3.09
0.25,20,0.001,0.648767,1.00112,1.01377,0.0886,0.0706,1.07
0.25,20,0.004,0.58154,1.00273,1.0264,0.0643,0.0291,1.08
0.25,20,0.007,0.580157,1.00453,1.03534,0.0687,0.0251,1.13
0.25,20,0.01,0.579961,1.006,1.04302,0.0737,0.0178,1.17
0.25,20,0.04,0.590509,1.02345,1.10293,0.1001,0.0007,1.5
0.25,20,0.07,0.599817,1.03694,1.14961,0.1143,0.0012,1.68
0.25,20,0.1,0.602641,1.04977,1.18995,0.1243,0.0002,1.83
0.25,20,0.4,0.621437,1.16386,1.49961,0.1463,0.0013,2.53
0.25,20,0.7,0.623996,1.21953,1.76457,0.1443,0.0017,2.88
0.25,20,1,0.624436,1.24777,2.01882,0.1392,0.001,3.11
0.25,20,4,0.630423,1.29286,4.53859,0.1054,0.0,4.58
0.25,20,7,0.633008,1.30347,6.32089,0.0822,0.0,5.45
0.25,20,10,0.63425,1.30797,7.72159,0.0603,0.0,5.96
0.25,20,20,0.636439,1.31284,9.485,0.0,0.0023,8.38
0.25,15,0.001,0.595099,1.00049,1.01168,0.0455,0.0303,0.94
0.25,15,0.004,0.539587,1.00237,1.02187,0.0449,0.0163,1.04
0.25,15,0.007,0.538354,1.00391,1.0296,0.0514,0.0098,1.12
0.25,15,0.01,0.538065,1.0053,1.0365,0.0556,0.0049,1.18
0.25,15,0.04,0.547627,1.02106,1.09098,0.0737,0.0006,1.51
0.25,15,0.07,0.554905,1.03339,1.13241,0.085,0.001,1.7
0.25,15,0.1,0.557379,1.04724,1.16823,0.0921,0.0008,1.85
0.25,15,0.4,0.577185,1.15052,1.44585,0.0992,0.0,2.57
0.25,15,0.7,0.581946,1.19925,1.68273,0.095,0.0,2.91
0.25,15,1,0.585111,1.22322,1.90765,0.0905,0.0,3.16
0.25,15,4,0.595287,1.26802,4.06654,0.0635,0.0,4.63
0.25,15,7,0.598332,1.27649,5.66363,0.0458,0.0,5.49
0.25,15,10,0.599813,1.28006,6.89401,0.0306,0.0,5.97
0.25,15,20,0.601888,1.29589,9.91954,0.0033,0.0,5.93
0.25,10,0.001,0.509942,1.00063,1.00837,0.0204,0.0111,0.93
0.25,10,0.004,0.472098,1.00218,1.01472,0.0256,0.0043,1.09
0.25,10,0.007,0.471609,1.00348,1.02082,0.0285,0.0,1.17
0.25,10,0.01,0.470918,1.00477,1.02647,0.0303,0.0004,1.24
0.25,10,0.04,0.478704,1.01848,1.07192,0.0403,0.0005,1.54
0.25,10,0.07,0.483141,1.02962,1.10651,0.0462,0.0005,1.76
0.25,10,0.1,0.485887,1.04109,1.13658,0.0479,0.0,1.92
0.25,10,0.4,0.507023,1.12637,1.37457,0.0429,0.0,2.61
0.25,10,0.7,0.514062,1.16254,1.5764,0.0379,0.0,2.94
0.25,10,1,0.519001,1.18508,1.76354,0.0353,0.0,3.2
0.25,10,4,0.53324,1.23877,3.43566,0.018,0.0,4.7
0.25,10,7,0.537041,1.24546,4.81054,0.0084,0.0,5.45
0.25,10,10,0.538444,1.24825,5.85893,0.0016,0.0,5.51
0.25,10,20,0.541278,1.25064,8.32613,0.0,0.0021,18.09
0.25,7.5,0.001,0.44628,1.00053,1.00512,0.0107,0.0055,0.98
0.25,7.5,0.004,0.41879,1.00192,1.00966,0.0126,0.0,1.16
0.25,7.5,0.007,0.417752,1.00322,1.01459,0.0138,0.0,1.24
0.25,7.5,0.01,0.417461,1.00441,1.01977,0.0142,0.0001,1.31
0.25,7.5,0.04,0.424778,1.01612,1.05859,0.0198,0.0005,1.6
0.25,7.5,0.07,0.428201,1.02708,1.08828,0.021,0.0,1.82
0.25,7.5,0.1,0.430413,1.03805,1.11478,0.0206,0.0,1.97
0.25,7.5,0.4,0.45216,1.11077,1.32758,0.0125,0.0,2.59
0.25,7.5,0.7,0.461113,1.14366,1.51031,0.0103,0.0,2.91
0.25,7.5,1,0.466421,1.15689,1.67476,0.0082,0.0,3.16
0.25,7.5,4,0.481209,1.20393,3.07649,0.0002,0.0,4.34
0.25,7.5,7,0.484567,1.2161,4.2851,0.0,0.0,14.81
0.25,7.5,10,0.486212,1.21802,5.23895,0.0,0.0,16.25
0.25,7.5,20,0.488732,1.21939,7.7776,0.0,0.0,21.79
0.25,5,0.001,0.35756,1.00047,1.00241,0.0024,0.0032,1.19
0.25,5,0.004,0.341444,1.00153,1.00583,0.0061,0.0032,3.44
0.25,5,0.007,0.340793,1.00263,1.00943,0.0007,0.0032,1.9
0.25,5,0.01,0.340909,1.00375,1.01293,0.0013,0.0,2.03
0.25,5,0.04,0.345728,1.01357,1.04236,0.0,0.0,1.58
0.25,5,0.07,0.348086,1.0231,1.06661,0.0,0.0004,4.26
0.25,5,0.1,0.350963,1.03228,1.08879,0.0,0.0007,5.7
0.25,5,0.4,0.372575,1.09021,1.27272,0.0,0.0,8.72
0.25,5,0.7,0.381922,1.10642,1.43209,0.0,0.0,9.17
0.25,5,1,0.387181,1.12499,1.57435,0.0,0.0,10.14
0.25,5,4,0.401002,1.15172,2.73332,0.0,0.0,16.62
0.25,5,7,0.4038,1.16958,3.72977,0.0,0.0,18.34
0.25,5,10,0.405098,1.16047,4.75643,0.0,0.0,20.69
0.25,5,20,0.4065,1.1664,7.69374,0.0,0.0,26.57
0.25,2.5,0.001,0.222615,1.00052,1.00185,0.0002,0.0032,2.25
0.25,2.5,0.004,0.217101,1.00131,1.00496,0.0045,0.0032,5.14
0.25,2.5,0.007,0.216891,1.00219,1.00919,0.0,0.0032,3.29
0.25,2.5,0.01,0.217235,1.00311,1.01143,0.0003,0.0032,3.42
0.25,2.5,0.04,0.220215,1.0114,1.03742,0.0,0.0003,5.2
0.25,2.5,0.07,0.223633,1.01949,1.06023,0.0,0.0005,6.32
0.25,2.5,0.1,0.227523,1.02679,1.08328,0.0,0.0,6.65
0.25,2.5,0.4,0.246369,1.0544,1.26177,0.0,0.0,11.08
0.25,2.5,0.7,0.252842,1.06768,1.40965,0.0,0.0,14.91
0.25,2.5,1,0.256317,1.07273,1.54291,0.0,0.0,16.7
0.25,2.5,4,0.264216,1.09599,2.65286,0.0,0.0,23.65
0.25,2.5,7,0.265685,1.09432,3.65802,0.0,0.0,26.66
0.25,2.5,10,0.266352,1.09469,4.62202,0.0,0.0,29.03
0.25,2.5,20,0.267142,1.09491,7.3588,0.0,0.0,34.18
0.25,1,0.001,0.107384,1.00038,1.0018,0.0,0.0033,5.69
0.25,1,0.004,0.10403,1.00121,1.0046,0.0033,0.0032,9.92
0.25,1,0.007,0.103655,1.00194,1.00875,0.0,0.0032,6.91
0.25,1,0.01,0.103737,1.00274,1.01114,0.0,0.0032,6.94
0.25,1,0.04,0.109124,1.00887,1.03572,0.0,0.0004,10.04
0.25,1,0.07,0.11322,1.01244,1.05948,0.0,0.0,11.63
0.25,1,0.1,0.115841,1.01506,1.08221,0.0,0.0,13.26
0.25,1,0.4,0.124428,1.02645,1.2557,0.0,0.0,19.41
0.25,1,0.7,0.126734,1.03137,1.39979,0.0,0.0,24.48
0.25,1,1,0.127891,1.03491,1.52936,0.0,0.0,26.97
0.25,1,4,0.130465,1.04254,2.59517,0.0,0.0,35.59
0.25,1,7,0.130936,1.0438,3.52599,0.0,0.0,39.72
0.25,1,10,0.131124,1.04504,4.39228,0.0,0.0,43.27
0.25,1,20,0.131402,1.04502,6.65718,0.0,0.0,49.12
0.1,100,0.001,0.558172,0.999052,1.01232,0.0338,0.0203,0.54
0.1,100,0.004,0.456227,1.00304,1.02638,0.0595,0.0282,0.81
0.1,100,0.007,0.457191,1.00587,1.03729,0.0998,0.0535,0.97
0.1,100,0.01,0.460067,1.0085,1.04611,0.1027,0.0455,1.03
0.1,100,0.04,0.50124,1.03256,1.1124,0.1548,0.0338,1.33
0.1,100,0.07,0.519673,1.05101,1.16553,0.186,0.0126,1.52
0.1,100,0.1,0.536804,1.0712,1.21522,0.2083,0.001,1.67
0.1,100,0.4,0.61214,1.22828,1.64179,0.3107,0.0047,2.36
0.1,100,0.7,0.625456,1.31858,2.03364,0.3501,0.0114,2.71
0.1,100,1,0.629312,1.34505,2.43474,0.3703,0.0116,2.98
0.1,80,0.001,0.513506,1.00022,1.01003,0.0381,0.0293,0.61
0.1,80,0.004,0.444958,1.00259,1.0252,0.0873,0.0546,0.93
0.1,80,0.007,0.448388,1.00571,1.03637,0.0917,0.0437,0.94
0.1,80,0.01,0.450914,1.00792,1.0449,0.0975,0.0428,1.02
0.1,80,0.04,0.490209,1.03186,1.10876,0.145,0.0229,1.32
0.1,80,0.07,0.507587,1.0505,1.15956,0.1739,0.0052,1.52
0.1,80,0.1,0.523903,1.07429,1.20757,0.1927,0.0011,1.65
0.1,80,0.4,0.599886,1.21975,1.62051,0.2859,0.0061,2.35
0.1,80,0.7,0.613514,1.32395,1.99394,0.3219,0.0107,2.75
0.1,80,1,0.618898,1.32784,2.36906,0.3401,0.0091,2.97
0.1,60,0.001,0.470089,0.999666,1.01225,0.049,0.0314,0.64
0.1,60,0.004,0.431477,1.00352,1.02436,0.0694,0.0375,0.81
0.1,60,0.007,0.433637,1.00551,1.03475,0.0827,0.0384,0.94
0.1,60,0.01,0.436714,1.00704,1.04305,0.088,0.0372,1.01
0.1,60,0.04,0.474399,1.02979,1.10332,0.1325,0.0121,1.32
0.1,60,0.07,0.491221,1.05032,1.15223,0.1555,0.0008,1.52
0.1,60,0.1,0.507706,1.06696,1.19918,0.1715,0.0011,1.67
0.1,60,0.4,0.581589,1.21707,1.58988,0.2528,0.0079,2.36
0.1,60,0.7,0.598442,1.28993,1.93745,0.285,0.0075,2.71
0.1,60,1,0.605575,1.31109,2.28436,0.2974,0.007,2.97
0.1,50,0.001,0.510319,1.00018,1.01308,0.0507,0.0345,0.63
0.1,50,0.004,0.420611,1.00336,1.02368,0.0693,0.0402,0.88
0.1,50,0.007,0.423218,1.00546,1.03374,0.0775,0.0354,0.93
0.1,50,0.01,0.425983,1.00832,1.04163,0.0826,0.0331,1.02
0.1,50,0.04,0.462608,1.0297,1.09947,0.1227,0.0058,1.32
0.1,50,0.07,0.478913,1.04709,1.14757,0.1429,0.0006,1.52
0.1,50,0.1,0.49565,1.06681,1.19286,0.1572,0.001,1.67
0.1,50,0.4,0.569023,1.20843,1.56889,0.2314,0.0053,2.36
0.1,50,0.7,0.586917,1.28609,1.89909,0.2588,0.0065,2.71
0.1,50,1,0.594634,1.30559,2.2273,0.2685,0.0054,2.96
0.1,40,0.001,0.463941,1.00067,1.01207,0.0257,0.0113,0.57
0.1,40,0.004,0.407709,1.00349,1.02255,0.0466,0.0219,0.75
0.1,40,0.007,0.411855,1.00556,1.0322,0.053,0.0133,0.86
0.1,40,0.01,0.41294,1.00721,1.03966,0.0729,0.0261,0.97
0.1,40,0.04,0.446748,1.02914,1.09452,0.1099,0.0001,1.32
0.1,40,0.07,0.462025,1.04647,1.14077,0.1263,0.0005,1.52
0.1,40,0.1,0.478193,1.06273,1.18613,0.1396,0.0013,1.67
0.1,40,0.4,0.551135,1.19925,1.54076,0.2049,0.0039,2.36
0.1,40,0.7,0.57059,1.27126,1.8502,0.2254,0.0047,2.72
0.1,40,1,0.579709,1.29895,2.1559,0.2315,0.0042,2.96
0.1,30,0.001,0.4438,1.00121,1.01133,0.0659,0.0522,0.84
0.1,30,0.004,0.386646,1.00276,1.02094,0.0502,0.022,0.84
0.1,30,0.007,0.391321,1.00543,1.02973,0.0561,0.0199,0.89
0.1,30,0.01,0.392344,1.00714,1.03643,0.0627,0.0156,0.94
0.1,30,0.04,0.423697,1.02664,1.08796,0.0922,0.0004,1.32
0.1,30,0.07,0.438422,1.04339,1.13191,0.1048,0.0006,1.52
0.1,30,0.1,0.454138,1.05975,1.17537,0.1159,0.0011,1.67
0.1,30,0.4,0.525362,1.18294,1.50176,0.1682,0.0023,2.37
0.1,30,0.7,0.546479,1.24587,1.78493,0.1801,0.0025,2.72
0.1,30,1,0.557322,1.27875,2.06244,0.1824,0.0029,2.97
0.1,20,0.001,0.396905,1.0012,1.00877,0.039,0.0274,0.73
0.1,20,0.004,0.352212,1.00257,1.01795,0.0366,0.0132,0.8
0.1,20,0.007,0.3581,1.00454,1.02514,0.0429,0.0075,0.88
0.1,20,0.01,0.357788,1.00629,1.03107,0.0475,0.0046,0.95
0.1,20,0.04,0.385124,1.02556,1.07742,0.0652,0.0005,1.33
0.1,20,0.07,0.398832,1.04065,1.11947,0.0745,0.0007,1.52
0.1,20,0.1,0.41378,1.05668,1.15621,0.0832,0.0012,1.66
0.1,20,0.4,0.48283,1.17015,1.44417,0.1137,0.0003,2.39
0.1,20,0.7,0.505943,1.21704,1.69282,0.1181,0.0002,2.74
0.1,20,1,0.518266,1.24331,1.93275,0.1173,0.0,3.0
0.1,20,4,0.549682,1.30459,4.30392,0.0937,0.0,4.41
0.1,20,7,0.556468,1.32313,6.02956,0.0734,0.0,5.26
0.1,20,10,0.559386,1.32521,7.38818,0.054,0.0,5.76
0.1,20,20,0.563771,1.34059,10.8048,0.0183,0.0,6.05
0.1,15,0.001,0.350724,1.00074,1.00698,0.0255,0.016,0.73
0.1,15,0.004,0.324911,1.00279,1.01519,0.0284,0.007,0.81
0.1,15,0.007,0.330007,1.00438,1.02125,0.0326,0.0,0.9
0.1,15,0.01,0.329941,1.00616,1.02651,0.0354,0.0,0.97
0.1,15,0.04,0.353932,1.02338,1.07033,0.047,0.0003,1.33
0.1,15,0.07,0.367113,1.03861,1.10807,0.0548,0.0007,1.51
0.1,15,0.1,0.381691,1.0526,1.14118,0.0613,0.0008,1.67
0.1,15,0.4,0.448397,1.15361,1.40323,0.0773,0.0,2.42
0.1,15,0.7,0.471949,1.19932,1.62895,0.0779,0.0,2.77
0.1,15,1,0.484238,1.2217,1.84324,0.0764,0.0,3.01
0.1,15,4,0.517008,1.29309,3.88197,0.0564,0.0,4.45
0.1,15,7,0.523587,1.29754,5.4259,0.0406,0.0,5.31
0.1,15,10,0.526483,1.29906,6.62195,0.0272,0.0,5.79
0.1,15,20,0.530577,1.31209,9.54636,0.0027,0.0,5.75
0.1,10,0.001,0.297638,1.00073,1.00594,0.0128,0.0074,0.69
0.1,10,0.004,0.282414,1.00235,1.01075,0.016,0.0032,0.84
0.1,10,0.007,0.28576,1.00388,1.01529,0.0178,0.0004,0.93
0.1,10,0.01,0.285338,1.00558,1.01973,0.0186,0.0,1.02
0.1,10,0.04,0.304698,1.02085,1.0592,0.0243,0.0005,1.33
0.1,10,0.07,0.31908,1.03504,1.09097,0.0289,0.0004,1.54
0.1,10,0.1,0.33297,1.04801,1.11948,0.031,0.0,1.71
0.1,10,0.4,0.395564,1.13003,1.34952,0.0339,0.0,2.43
0.1,10,0.7,0.417608,1.16443,1.54698,0.0327,0.0,2.79
0.1,10,1,0.430113,1.18646,1.72796,0.0305,0.0,3.04
0.1,10,4,0.460786,1.24644,3.32128,0.0163,0.0,4.54
0.1,10,7,0.467056,1.25821,4.64432,0.007,0.0,5.27
0.1,10,10,0.4697,1.25923,5.66999,0.0009,0.0,5.35
0.1,10,20,0.473128,1.2693,8.07399,0.0,0.0019,17.35
0.1,7.5,0.001,0.255564,1.00089,1.00373,0.0072,0.0043,0.73
0.1,7.5,0.004,0.2484,1.00225,1.00898,0.0077,0.0032,0.92
0.1,7.5,0.007,0.250077,1.00379,1.01121,0.008,0.0,0.99
0.1,7.5,0.01,0.251294,1.0055,1.01537,0.0085,0.0,1.07
0.1,7.5,0.04,0.267856,1.01894,1.05057,0.0111,0.0003,1.36
0.1,7.5,0.07,0.283452,1.03266,1.07897,0.0128,0.0,1.57
0.1,7.5,0.1,0.296976,1.04525,1.10458,0.0124,0.0,1.73
0.1,7.5,0.4,0.355325,1.11436,1.31485,0.0109,0.0,2.38
0.1,7.5,0.7,0.375944,1.14172,1.49368,0.0099,0.0,2.74
0.1,7.5,1,0.386985,1.15922,1.65462,0.008,0.0,2.96
0.1,7.5,4,0.414677,1.21233,2.99796,0.0003,0.0,4.23
0.1,7.5,7,0.419832,1.22144,4.12441,0.0,0.0,13.8
0.1,7.5,10,0.422298,1.22994,5.04897,0.0,0.0,14.73
0.1,7.5,20,0.425379,1.23024,7.64054,0.0,0.0,20.42
0.1,5,0.001,0.202817,1.00076,1.00234,0.0019,0.0032,0.87
0.1,5,0.004,0.200242,1.00214,1.00565,0.0057,0.0032,2.78
0.1,5,0.007,0.202191,1.00345,1.00937,0.0004,0.0032,1.46
0.1,5,0.01,0.203809,1.00502,1.01154,0.001,0.0,1.6
0.1,5,0.04,0.218464,1.01793,1.04009,0.0,0.0004,2.69
0.1,5,0.07,0.234928,1.02984,1.06402,0.0,0.0005,3.93
0.1,5,0.1,0.247424,1.03961,1.086,0.0,0.0007,5.31
0.1,5,0.4,0.297337,1.08934,1.27283,0.0,0.0,8.29
0.1,5,0.7,0.313695,1.10789,1.42924,0.0,0.0,8.43
0.1,5,1,0.32248,1.12808,1.56909,0.0,0.0,9.22
0.1,5,4,0.344109,1.15991,2.69466,0.0,0.0,15.4
0.1,5,7,0.348092,1.17703,3.7027,0.0,0.0,17.42
0.1,5,10,0.349885,1.17744,4.70397,0.0,0.0,19.37
0.1,5,20,0.35207,1.1775,7.57343,0.0,0.0,24.68
0.1,2.5,0.001,0.126639,1.00047,1.00182,0.0002,0.0032,1.57
0.1,2.5,0.004,0.126555,1.0018,1.00488,0.0041,0.0032,4.01
0.1,2.5,0.007,0.128527,1.00309,1.00785,0.0,0.0032,2.63
0.1,2.5,0.01,0.129567,1.00417,1.01141,0.0002,0.0032,2.63
0.1,2.5,0.04,0.149062,1.01523,1.03737,0.0,0.0003,4.5
0.1,2.5,0.07,0.162734,1.02261,1.06022,0.0,0.0004,5.63
0.1,2.5,0.1,0.171507,1.02785,1.08321,0.0,0.0,5.92
0.1,2.5,0.4,0.202119,1.05398,1.26173,0.0,0.0,10.11
0.1,2.5,0.7,0.21114,1.06752,1.4096,0.0,0.0,13.59
0.1,2.5,1,0.215679,1.07108,1.54255,0.0,0.0,14.89
0.1,2.5,4,0.226042,1.09433,2.64318,0.0,0.0,21.43
0.1,2.5,7,0.227918,1.09174,3.62589,0.0,0.0,24.7
0.1,2.5,10,0.228677,1.10344,4.56729,0.0,0.0,26.89
0.1,2.5,20,0.229806,1.10345,7.2327,0.0,0.0,31.9
0.1,1,0.001,0.0608668,1.00058,1.00179,0.0,0.0033,4.01
0.1,1,0.004,0.060169,1.00167,1.0046,0.0033,0.0032,8.24
0.1,1,0.007,0.0643816,1.00268,1.00875,0.0,0.0032,5.22
0.1,1,0.01,0.0679493,1.00352,1.01114,0.0,0.0032,5.26
0.1,1,0.04,0.0833958,1.0087,1.03571,0.0,0.0004,8.32
0.1,1,0.07,0.0895802,1.0117,1.05947,0.0,0.0,9.87
0.1,1,0.1,0.0931307,1.01536,1.08221,0.0,0.0,11.47
0.1,1,0.4,0.104488,1.02781,1.2557,0.0,0.0,17.11
0.1,1,0.7,0.107536,1.03273,1.39978,0.0,0.0,21.58
0.1,1,1,0.109047,1.03642,1.52993,0.0,0.0,24.16
0.1,1,4,0.112394,1.04548,2.58098,0.0,0.0,32.55
0.1,1,7,0.113003,1.04684,3.49096,0.0,0.0,36.47
0.1,1,10,0.113243,1.04815,4.33705,0.0,0.0,40.1
0.1,1,20,0.113607,1.04816,6.52747,0.0,0.0,45.49
